"","V1"
"1",FALSE
"2",TRUE
"3",TRUE
"4",FALSE
"5",FALSE
"6",FALSE
"7",TRUE
"8",FALSE
"9",FALSE
"10",FALSE
"11",FALSE
"12",TRUE
"13",FALSE
"14",TRUE
"15",FALSE
"16",TRUE
"17",TRUE
"18",TRUE
"19",TRUE
"20",TRUE
"21",FALSE
"22",FALSE
"23",FALSE
"24",TRUE
"25",TRUE
"26",FALSE
"27",FALSE
"28",TRUE
"29",TRUE
"30",TRUE
"31",TRUE
"32",FALSE
"33",FALSE
"34",TRUE
"35",FALSE
"36",FALSE
"37",TRUE
"38",TRUE
"39",FALSE
"40",FALSE
"41",FALSE
"42",FALSE
"43",FALSE
"44",FALSE
"45",TRUE
"46",TRUE
"47",TRUE
"48",FALSE
"49",FALSE
"50",FALSE
"51",TRUE
"52",FALSE
"53",TRUE
"54",TRUE
"55",FALSE
"56",TRUE
"57",FALSE
"58",TRUE
"59",TRUE
"60",TRUE
"61",TRUE
"62",FALSE
"63",TRUE
"64",FALSE
"65",FALSE
"66",TRUE
"67",FALSE
"68",FALSE
"69",FALSE
"70",FALSE
"71",FALSE
"72",FALSE
"73",FALSE
"74",FALSE
"75",TRUE
"76",FALSE
"77",TRUE
"78",FALSE
"79",TRUE
"80",TRUE
"81",FALSE
"82",TRUE
"83",FALSE
"84",FALSE
"85",TRUE
"86",TRUE
"87",FALSE
"88",FALSE
"89",FALSE
"90",FALSE
"91",FALSE
"92",FALSE
"93",TRUE
"94",FALSE
"95",TRUE
"96",TRUE
"97",TRUE
"98",TRUE
"99",TRUE
"100",FALSE
"101",TRUE
"102",TRUE
"103",FALSE
"104",TRUE
"105",TRUE
"106",FALSE
"107",FALSE
"108",TRUE
"109",FALSE
"110",FALSE
"111",TRUE
"112",TRUE
"113",TRUE
"114",FALSE
"115",FALSE
"116",TRUE
"117",FALSE
"118",TRUE
"119",FALSE
"120",FALSE
"121",FALSE
"122",FALSE
"123",FALSE
"124",FALSE
"125",FALSE
"126",FALSE
"127",FALSE
"128",FALSE
"129",FALSE
"130",FALSE
"131",FALSE
"132",FALSE
"133",TRUE
"134",FALSE
"135",FALSE
"136",FALSE
"137",FALSE
"138",FALSE
"139",FALSE
"140",FALSE
"141",TRUE
"142",FALSE
"143",FALSE
"144",FALSE
"145",FALSE
"146",TRUE
"147",FALSE
"148",FALSE
"149",FALSE
"150",FALSE
"151",FALSE
"152",FALSE
"153",FALSE
"154",TRUE
"155",FALSE
"156",FALSE
"157",FALSE
"158",FALSE
"159",FALSE
"160",FALSE
"161",TRUE
"162",TRUE
"163",FALSE
"164",FALSE
"165",FALSE
"166",TRUE
"167",FALSE
"168",TRUE
"169",TRUE
"170",FALSE
"171",FALSE
"172",FALSE
"173",FALSE
"174",FALSE
"175",TRUE
"176",FALSE
"177",TRUE
"178",FALSE
"179",FALSE
"180",FALSE
"181",TRUE
"182",FALSE
"183",TRUE
"184",TRUE
"185",TRUE
"186",TRUE
"187",FALSE
"188",TRUE
"189",TRUE
"190",TRUE
"191",TRUE
"192",TRUE
"193",TRUE
"194",FALSE
"195",FALSE
"196",TRUE
"197",FALSE
"198",FALSE
"199",FALSE
"200",FALSE
"201",TRUE
"202",FALSE
"203",FALSE
"204",TRUE
"205",FALSE
"206",TRUE
"207",TRUE
"208",TRUE
"209",FALSE
"210",TRUE
"211",FALSE
"212",TRUE
"213",FALSE
"214",TRUE
"215",FALSE
"216",TRUE
"217",FALSE
"218",FALSE
"219",FALSE
"220",FALSE
"221",TRUE
"222",FALSE
"223",FALSE
"224",FALSE
"225",TRUE
"226",TRUE
"227",FALSE
"228",FALSE
"229",FALSE
"230",FALSE
"231",TRUE
"232",TRUE
"233",FALSE
"234",TRUE
"235",TRUE
"236",TRUE
"237",FALSE
"238",TRUE
"239",FALSE
"240",TRUE
"241",TRUE
"242",FALSE
"243",TRUE
"244",FALSE
"245",FALSE
"246",FALSE
"247",FALSE
"248",TRUE
"249",FALSE
"250",TRUE
"251",TRUE
"252",FALSE
"253",TRUE
"254",FALSE
"255",FALSE
"256",TRUE
"257",TRUE
"258",FALSE
"259",FALSE
"260",FALSE
"261",TRUE
"262",TRUE
"263",TRUE
"264",TRUE
"265",FALSE
"266",FALSE
"267",TRUE
"268",FALSE
"269",FALSE
"270",TRUE
"271",FALSE
"272",TRUE
"273",TRUE
"274",TRUE
"275",TRUE
"276",FALSE
"277",TRUE
"278",FALSE
"279",FALSE
"280",FALSE
"281",FALSE
"282",FALSE
"283",FALSE
"284",FALSE
"285",FALSE
"286",FALSE
"287",TRUE
"288",FALSE
"289",FALSE
"290",FALSE
"291",FALSE
"292",TRUE
"293",FALSE
"294",TRUE
"295",TRUE
"296",TRUE
"297",TRUE
"298",TRUE
"299",TRUE
"300",TRUE
"301",FALSE
"302",TRUE
"303",TRUE
"304",TRUE
"305",FALSE
"306",TRUE
"307",TRUE
"308",TRUE
"309",FALSE
"310",TRUE
"311",FALSE
"312",FALSE
"313",TRUE
"314",FALSE
"315",TRUE
"316",FALSE
"317",TRUE
"318",FALSE
"319",TRUE
"320",TRUE
"321",FALSE
"322",TRUE
"323",TRUE
"324",FALSE
"325",FALSE
"326",TRUE
"327",FALSE
"328",FALSE
"329",FALSE
"330",FALSE
"331",TRUE
"332",FALSE
"333",FALSE
"334",FALSE
"335",FALSE
"336",TRUE
"337",TRUE
"338",FALSE
"339",TRUE
"340",TRUE
"341",TRUE
"342",FALSE
"343",TRUE
"344",FALSE
"345",TRUE
"346",TRUE
"347",FALSE
"348",FALSE
"349",TRUE
"350",FALSE
"351",FALSE
"352",FALSE
"353",FALSE
"354",FALSE
"355",TRUE
"356",FALSE
"357",FALSE
"358",FALSE
"359",FALSE
"360",TRUE
"361",FALSE
"362",TRUE
"363",TRUE
"364",TRUE
"365",TRUE
"366",TRUE
"367",FALSE
"368",FALSE
"369",FALSE
"370",TRUE
"371",FALSE
"372",FALSE
"373",FALSE
"374",FALSE
"375",FALSE
"376",TRUE
"377",FALSE
"378",FALSE
"379",TRUE
"380",FALSE
"381",FALSE
"382",FALSE
"383",FALSE
"384",TRUE
"385",FALSE
"386",FALSE
"387",FALSE
"388",FALSE
"389",FALSE
"390",TRUE
"391",TRUE
"392",TRUE
"393",FALSE
"394",TRUE
"395",TRUE
"396",TRUE
"397",TRUE
"398",FALSE
"399",FALSE
"400",FALSE
"401",FALSE
"402",FALSE
"403",FALSE
"404",FALSE
"405",FALSE
"406",FALSE
"407",FALSE
"408",FALSE
"409",FALSE
"410",FALSE
"411",FALSE
"412",FALSE
"413",FALSE
"414",TRUE
"415",FALSE
"416",FALSE
"417",FALSE
"418",TRUE
"419",FALSE
"420",FALSE
"421",TRUE
"422",TRUE
"423",FALSE
"424",FALSE
"425",FALSE
"426",FALSE
"427",FALSE
"428",TRUE
"429",FALSE
"430",FALSE
"431",FALSE
"432",TRUE
"433",TRUE
"434",FALSE
"435",TRUE
"436",FALSE
"437",FALSE
"438",FALSE
"439",FALSE
"440",TRUE
"441",FALSE
"442",TRUE
"443",FALSE
"444",FALSE
"445",FALSE
"446",FALSE
"447",FALSE
"448",FALSE
"449",FALSE
"450",FALSE
"451",TRUE
"452",TRUE
"453",FALSE
"454",FALSE
"455",TRUE
"456",TRUE
"457",TRUE
"458",FALSE
"459",TRUE
"460",FALSE
"461",TRUE
"462",FALSE
"463",TRUE
"464",TRUE
"465",FALSE
"466",FALSE
"467",FALSE
"468",TRUE
"469",FALSE
"470",TRUE
"471",FALSE
"472",TRUE
"473",FALSE
"474",TRUE
"475",FALSE
"476",FALSE
"477",TRUE
"478",FALSE
"479",TRUE
"480",FALSE
"481",FALSE
"482",TRUE
"483",TRUE
"484",FALSE
"485",FALSE
"486",FALSE
"487",FALSE
"488",TRUE
"489",FALSE
"490",FALSE
"491",TRUE
"492",TRUE
"493",FALSE
"494",TRUE
"495",FALSE
"496",TRUE
"497",FALSE
"498",TRUE
"499",TRUE
"500",FALSE
"501",FALSE
"502",TRUE
"503",TRUE
"504",FALSE
"505",TRUE
"506",FALSE
"507",TRUE
"508",TRUE
"509",FALSE
"510",FALSE
"511",FALSE
"512",FALSE
"513",FALSE
"514",FALSE
"515",FALSE
"516",TRUE
"517",FALSE
"518",FALSE
"519",TRUE
"520",FALSE
"521",FALSE
"522",FALSE
"523",TRUE
"524",FALSE
"525",TRUE
"526",FALSE
"527",FALSE
"528",TRUE
"529",FALSE
"530",FALSE
"531",TRUE
"532",TRUE
"533",FALSE
"534",FALSE
"535",FALSE
"536",FALSE
"537",TRUE
"538",TRUE
"539",FALSE
"540",TRUE
"541",TRUE
"542",FALSE
"543",FALSE
"544",TRUE
"545",FALSE
"546",FALSE
"547",FALSE
"548",TRUE
"549",FALSE
"550",TRUE
"551",FALSE
"552",FALSE
"553",FALSE
"554",FALSE
"555",FALSE
"556",FALSE
"557",FALSE
"558",FALSE
"559",FALSE
"560",TRUE
"561",TRUE
"562",TRUE
"563",FALSE
"564",FALSE
"565",TRUE
"566",TRUE
"567",FALSE
"568",TRUE
"569",TRUE
"570",TRUE
"571",TRUE
"572",TRUE
"573",TRUE
"574",TRUE
"575",FALSE
"576",TRUE
"577",FALSE
"578",TRUE
"579",FALSE
"580",FALSE
"581",TRUE
"582",TRUE
"583",FALSE
"584",TRUE
"585",FALSE
"586",TRUE
"587",TRUE
"588",FALSE
"589",TRUE
"590",FALSE
"591",TRUE
"592",FALSE
"593",FALSE
"594",TRUE
"595",FALSE
"596",FALSE
"597",FALSE
"598",TRUE
"599",FALSE
"600",TRUE
"601",TRUE
"602",FALSE
"603",FALSE
"604",FALSE
"605",TRUE
"606",TRUE
"607",TRUE
"608",FALSE
"609",TRUE
"610",FALSE
"611",FALSE
"612",TRUE
"613",FALSE
"614",FALSE
"615",TRUE
"616",TRUE
"617",FALSE
"618",FALSE
"619",TRUE
"620",TRUE
"621",FALSE
"622",FALSE
"623",FALSE
"624",TRUE
"625",FALSE
"626",TRUE
"627",FALSE
"628",FALSE
"629",FALSE
"630",FALSE
"631",FALSE
"632",FALSE
"633",TRUE
"634",FALSE
"635",TRUE
"636",FALSE
"637",TRUE
"638",FALSE
"639",FALSE
"640",FALSE
"641",TRUE
"642",FALSE
"643",FALSE
"644",FALSE
"645",FALSE
"646",TRUE
"647",FALSE
"648",TRUE
"649",FALSE
"650",FALSE
"651",FALSE
"652",FALSE
"653",FALSE
"654",FALSE
"655",TRUE
"656",FALSE
"657",FALSE
"658",TRUE
"659",FALSE
"660",TRUE
"661",FALSE
"662",TRUE
"663",TRUE
"664",TRUE
"665",FALSE
"666",FALSE
"667",FALSE
"668",FALSE
"669",FALSE
"670",FALSE
"671",TRUE
"672",FALSE
"673",TRUE
"674",TRUE
"675",FALSE
"676",FALSE
"677",FALSE
"678",TRUE
"679",FALSE
"680",FALSE
"681",FALSE
"682",TRUE
"683",TRUE
"684",FALSE
"685",FALSE
"686",FALSE
"687",FALSE
"688",FALSE
"689",FALSE
"690",FALSE
"691",FALSE
"692",FALSE
"693",FALSE
"694",TRUE
"695",TRUE
"696",TRUE
"697",FALSE
"698",TRUE
"699",FALSE
"700",FALSE
"701",FALSE
"702",TRUE
"703",TRUE
"704",TRUE
"705",TRUE
"706",FALSE
"707",FALSE
"708",TRUE
"709",TRUE
"710",FALSE
"711",FALSE
"712",FALSE
"713",TRUE
"714",FALSE
"715",FALSE
"716",FALSE
"717",TRUE
"718",TRUE
"719",TRUE
"720",TRUE
"721",FALSE
"722",TRUE
"723",FALSE
"724",FALSE
"725",TRUE
"726",FALSE
"727",FALSE
"728",FALSE
"729",FALSE
"730",TRUE
"731",FALSE
"732",FALSE
"733",TRUE
"734",FALSE
"735",TRUE
"736",TRUE
"737",FALSE
"738",TRUE
"739",FALSE
"740",TRUE
"741",TRUE
"742",FALSE
"743",TRUE
"744",TRUE
"745",FALSE
"746",FALSE
"747",FALSE
"748",FALSE
"749",FALSE
"750",FALSE
"751",FALSE
"752",FALSE
"753",FALSE
"754",TRUE
"755",FALSE
"756",FALSE
"757",TRUE
"758",FALSE
"759",FALSE
"760",FALSE
"761",TRUE
"762",FALSE
"763",TRUE
"764",FALSE
"765",TRUE
"766",FALSE
"767",TRUE
"768",FALSE
"769",TRUE
"770",FALSE
"771",FALSE
"772",FALSE
"773",TRUE
"774",FALSE
"775",FALSE
"776",FALSE
"777",TRUE
"778",FALSE
"779",FALSE
"780",TRUE
"781",TRUE
"782",FALSE
"783",TRUE
"784",FALSE
"785",TRUE
"786",TRUE
"787",FALSE
"788",TRUE
"789",TRUE
"790",FALSE
"791",FALSE
"792",TRUE
"793",TRUE
"794",FALSE
"795",TRUE
"796",TRUE
"797",TRUE
"798",FALSE
"799",TRUE
"800",FALSE
"801",FALSE
"802",FALSE
"803",TRUE
"804",FALSE
"805",TRUE
"806",FALSE
"807",FALSE
"808",FALSE
"809",TRUE
"810",TRUE
"811",FALSE
"812",FALSE
"813",FALSE
"814",FALSE
"815",TRUE
"816",FALSE
"817",TRUE
"818",TRUE
"819",FALSE
"820",TRUE
"821",FALSE
"822",FALSE
"823",FALSE
"824",TRUE
"825",FALSE
"826",FALSE
"827",FALSE
"828",FALSE
"829",FALSE
"830",TRUE
"831",TRUE
"832",FALSE
"833",FALSE
"834",TRUE
"835",TRUE
"836",FALSE
"837",TRUE
"838",FALSE
"839",TRUE
"840",FALSE
"841",FALSE
"842",FALSE
"843",FALSE
"844",TRUE
"845",FALSE
"846",TRUE
"847",FALSE
"848",TRUE
"849",FALSE
"850",FALSE
"851",FALSE
"852",TRUE
"853",FALSE
"854",FALSE
"855",FALSE
"856",FALSE
"857",FALSE
"858",TRUE
"859",FALSE
"860",FALSE
"861",TRUE
"862",FALSE
"863",TRUE
"864",TRUE
"865",FALSE
"866",TRUE
"867",FALSE
"868",FALSE
"869",TRUE
"870",FALSE
"871",FALSE
"872",FALSE
"873",FALSE
"874",FALSE
"875",FALSE
"876",FALSE
"877",FALSE
"878",TRUE
"879",FALSE
"880",FALSE
"881",FALSE
"882",TRUE
"883",FALSE
"884",TRUE
"885",FALSE
"886",TRUE
"887",FALSE
"888",FALSE
"889",FALSE
"890",TRUE
"891",TRUE
"892",TRUE
"893",FALSE
"894",TRUE
"895",TRUE
"896",FALSE
"897",TRUE
"898",FALSE
"899",FALSE
"900",TRUE
"901",TRUE
"902",FALSE
"903",TRUE
"904",TRUE
"905",FALSE
"906",FALSE
"907",TRUE
"908",FALSE
"909",TRUE
"910",FALSE
"911",TRUE
"912",TRUE
"913",FALSE
"914",TRUE
"915",FALSE
"916",FALSE
"917",TRUE
"918",TRUE
"919",FALSE
"920",FALSE
"921",FALSE
"922",FALSE
"923",TRUE
"924",FALSE
"925",TRUE
"926",TRUE
"927",FALSE
"928",FALSE
"929",TRUE
"930",FALSE
"931",TRUE
"932",TRUE
"933",FALSE
"934",FALSE
"935",TRUE
"936",FALSE
"937",FALSE
"938",FALSE
"939",FALSE
"940",FALSE
"941",FALSE
"942",TRUE
"943",FALSE
"944",FALSE
"945",TRUE
"946",FALSE
"947",FALSE
"948",FALSE
"949",TRUE
"950",TRUE
"951",TRUE
"952",FALSE
"953",TRUE
"954",TRUE
"955",TRUE
"956",TRUE
"957",FALSE
"958",FALSE
"959",FALSE
"960",FALSE
"961",FALSE
"962",TRUE
"963",TRUE
"964",FALSE
"965",FALSE
"966",TRUE
"967",FALSE
"968",TRUE
"969",TRUE
"970",FALSE
"971",FALSE
"972",FALSE
"973",TRUE
"974",TRUE
"975",TRUE
"976",FALSE
"977",FALSE
"978",FALSE
"979",FALSE
"980",TRUE
"981",FALSE
"982",TRUE
"983",TRUE
"984",FALSE
"985",FALSE
"986",FALSE
"987",FALSE
"988",TRUE
"989",FALSE
"990",FALSE
"991",TRUE
"992",TRUE
"993",FALSE
"994",TRUE
"995",TRUE
"996",FALSE
"997",TRUE
"998",TRUE
"999",FALSE
"1000",TRUE
"1001",FALSE
"1002",TRUE
"1003",FALSE
"1004",FALSE
"1005",FALSE
"1006",FALSE
"1007",TRUE
"1008",TRUE
"1009",TRUE
"1010",FALSE
"1011",FALSE
"1012",TRUE
"1013",TRUE
"1014",FALSE
"1015",TRUE
"1016",TRUE
"1017",TRUE
"1018",TRUE
"1019",FALSE
"1020",TRUE
"1021",FALSE
"1022",TRUE
"1023",TRUE
"1024",FALSE
"1025",TRUE
"1026",TRUE
"1027",FALSE
"1028",TRUE
"1029",FALSE
"1030",FALSE
"1031",TRUE
"1032",FALSE
"1033",FALSE
"1034",FALSE
"1035",FALSE
"1036",TRUE
"1037",FALSE
"1038",FALSE
"1039",FALSE
"1040",FALSE
"1041",FALSE
"1042",FALSE
"1043",FALSE
"1044",TRUE
"1045",FALSE
"1046",TRUE
"1047",FALSE
"1048",FALSE
"1049",FALSE
"1050",TRUE
"1051",TRUE
"1052",FALSE
"1053",FALSE
"1054",TRUE
"1055",FALSE
"1056",FALSE
"1057",FALSE
"1058",FALSE
"1059",FALSE
"1060",FALSE
"1061",FALSE
"1062",TRUE
"1063",TRUE
"1064",TRUE
"1065",FALSE
"1066",TRUE
"1067",FALSE
"1068",FALSE
"1069",TRUE
"1070",TRUE
"1071",FALSE
"1072",FALSE
"1073",FALSE
"1074",FALSE
"1075",FALSE
"1076",TRUE
"1077",FALSE
"1078",FALSE
"1079",FALSE
"1080",TRUE
"1081",FALSE
"1082",TRUE
"1083",FALSE
"1084",FALSE
"1085",FALSE
"1086",FALSE
"1087",FALSE
"1088",FALSE
"1089",FALSE
"1090",FALSE
"1091",FALSE
"1092",FALSE
"1093",FALSE
"1094",TRUE
"1095",TRUE
"1096",TRUE
"1097",FALSE
"1098",TRUE
"1099",TRUE
"1100",TRUE
"1101",TRUE
"1102",FALSE
"1103",FALSE
"1104",TRUE
"1105",TRUE
"1106",FALSE
"1107",FALSE
"1108",TRUE
"1109",FALSE
"1110",FALSE
"1111",TRUE
"1112",FALSE
"1113",TRUE
"1114",TRUE
"1115",TRUE
"1116",TRUE
"1117",TRUE
"1118",FALSE
"1119",TRUE
"1120",TRUE
"1121",TRUE
"1122",FALSE
"1123",FALSE
"1124",FALSE
"1125",TRUE
"1126",FALSE
"1127",TRUE
"1128",FALSE
"1129",TRUE
"1130",TRUE
"1131",TRUE
"1132",FALSE
"1133",FALSE
"1134",TRUE
"1135",TRUE
"1136",TRUE
"1137",TRUE
"1138",TRUE
"1139",TRUE
"1140",TRUE
"1141",FALSE
"1142",TRUE
"1143",TRUE
"1144",TRUE
"1145",FALSE
"1146",FALSE
"1147",FALSE
"1148",FALSE
"1149",TRUE
"1150",FALSE
"1151",TRUE
"1152",FALSE
"1153",TRUE
"1154",TRUE
"1155",TRUE
"1156",FALSE
"1157",TRUE
"1158",TRUE
"1159",FALSE
"1160",FALSE
"1161",TRUE
"1162",FALSE
"1163",TRUE
"1164",FALSE
"1165",TRUE
"1166",TRUE
"1167",TRUE
"1168",TRUE
"1169",TRUE
"1170",FALSE
"1171",TRUE
"1172",TRUE
"1173",TRUE
"1174",FALSE
"1175",TRUE
"1176",FALSE
"1177",TRUE
"1178",TRUE
"1179",FALSE
"1180",FALSE
"1181",TRUE
"1182",TRUE
"1183",TRUE
"1184",TRUE
"1185",FALSE
"1186",FALSE
"1187",TRUE
"1188",TRUE
"1189",FALSE
"1190",FALSE
"1191",FALSE
"1192",FALSE
"1193",FALSE
"1194",FALSE
"1195",TRUE
"1196",TRUE
"1197",TRUE
"1198",FALSE
"1199",TRUE
"1200",FALSE
"1201",TRUE
"1202",TRUE
"1203",FALSE
"1204",TRUE
"1205",FALSE
"1206",TRUE
"1207",TRUE
"1208",TRUE
"1209",FALSE
"1210",TRUE
"1211",TRUE
"1212",TRUE
"1213",FALSE
"1214",TRUE
"1215",TRUE
"1216",FALSE
"1217",TRUE
"1218",TRUE
"1219",FALSE
"1220",FALSE
"1221",TRUE
"1222",FALSE
"1223",TRUE
"1224",TRUE
"1225",TRUE
"1226",FALSE
"1227",FALSE
"1228",TRUE
"1229",TRUE
"1230",FALSE
"1231",TRUE
"1232",TRUE
"1233",TRUE
"1234",FALSE
"1235",TRUE
"1236",TRUE
"1237",TRUE
"1238",FALSE
"1239",TRUE
"1240",FALSE
"1241",TRUE
"1242",TRUE
"1243",FALSE
"1244",FALSE
"1245",TRUE
"1246",FALSE
"1247",TRUE
"1248",FALSE
"1249",TRUE
"1250",FALSE
"1251",FALSE
"1252",FALSE
"1253",TRUE
"1254",TRUE
"1255",FALSE
"1256",TRUE
"1257",TRUE
"1258",FALSE
"1259",FALSE
"1260",FALSE
"1261",FALSE
"1262",TRUE
"1263",FALSE
"1264",TRUE
"1265",FALSE
"1266",FALSE
"1267",FALSE
"1268",FALSE
"1269",TRUE
"1270",TRUE
"1271",FALSE
"1272",FALSE
"1273",TRUE
"1274",FALSE
"1275",FALSE
"1276",FALSE
"1277",FALSE
"1278",FALSE
"1279",TRUE
"1280",FALSE
"1281",TRUE
"1282",TRUE
"1283",TRUE
"1284",FALSE
"1285",FALSE
"1286",FALSE
"1287",FALSE
"1288",FALSE
"1289",TRUE
"1290",FALSE
"1291",FALSE
"1292",FALSE
"1293",FALSE
"1294",FALSE
"1295",FALSE
"1296",FALSE
"1297",TRUE
"1298",FALSE
"1299",FALSE
"1300",TRUE
"1301",FALSE
"1302",TRUE
"1303",FALSE
"1304",FALSE
"1305",FALSE
"1306",FALSE
"1307",TRUE
"1308",TRUE
"1309",FALSE
"1310",FALSE
"1311",TRUE
"1312",FALSE
"1313",FALSE
"1314",TRUE
"1315",TRUE
"1316",FALSE
"1317",FALSE
"1318",FALSE
"1319",TRUE
"1320",FALSE
"1321",TRUE
"1322",TRUE
"1323",TRUE
"1324",FALSE
"1325",TRUE
"1326",FALSE
"1327",TRUE
"1328",TRUE
"1329",FALSE
"1330",FALSE
"1331",FALSE
"1332",FALSE
"1333",FALSE
"1334",TRUE
"1335",TRUE
"1336",TRUE
"1337",TRUE
"1338",TRUE
"1339",TRUE
"1340",FALSE
"1341",FALSE
"1342",FALSE
"1343",TRUE
"1344",FALSE
"1345",TRUE
"1346",TRUE
"1347",FALSE
"1348",TRUE
"1349",FALSE
"1350",TRUE
"1351",FALSE
"1352",TRUE
"1353",TRUE
"1354",FALSE
"1355",TRUE
"1356",TRUE
"1357",TRUE
"1358",TRUE
"1359",FALSE
"1360",FALSE
"1361",FALSE
"1362",TRUE
"1363",TRUE
"1364",FALSE
"1365",FALSE
"1366",FALSE
"1367",TRUE
"1368",TRUE
"1369",TRUE
"1370",FALSE
"1371",FALSE
"1372",FALSE
"1373",FALSE
"1374",FALSE
"1375",FALSE
"1376",FALSE
"1377",FALSE
"1378",TRUE
"1379",TRUE
"1380",FALSE
"1381",TRUE
"1382",FALSE
"1383",FALSE
"1384",TRUE
"1385",TRUE
"1386",FALSE
"1387",TRUE
"1388",FALSE
"1389",FALSE
"1390",FALSE
"1391",TRUE
"1392",FALSE
"1393",FALSE
"1394",FALSE
"1395",FALSE
"1396",TRUE
"1397",FALSE
"1398",FALSE
"1399",FALSE
"1400",FALSE
"1401",FALSE
"1402",FALSE
"1403",FALSE
"1404",FALSE
"1405",FALSE
"1406",FALSE
"1407",TRUE
"1408",FALSE
"1409",FALSE
"1410",FALSE
"1411",TRUE
"1412",FALSE
"1413",FALSE
"1414",FALSE
"1415",FALSE
"1416",FALSE
"1417",FALSE
"1418",FALSE
"1419",TRUE
"1420",FALSE
"1421",FALSE
"1422",FALSE
"1423",TRUE
"1424",FALSE
"1425",FALSE
"1426",TRUE
"1427",FALSE
"1428",FALSE
"1429",FALSE
"1430",FALSE
"1431",FALSE
"1432",FALSE
"1433",TRUE
"1434",FALSE
"1435",TRUE
"1436",TRUE
"1437",FALSE
"1438",TRUE
"1439",TRUE
"1440",FALSE
"1441",FALSE
"1442",TRUE
